"Country","Year","Combustible fuels","Hydro","Solar","Wind","Nuclear fuels and other fuels n.e.c.","Natural gas","Renewables and biofuels"
"Bulgaria","2019-01",2258.89,268.191,54.381,158.031,1486.361,246.353,560.545
"Bulgaria","2019-02",1845.247,328.994,83.937,169.365,1352.143,234.159,657.043
"Bulgaria","2019-03",1554.049,296.738,139.382,133.213,1495.897,213.455,594.263
"Bulgaria","2019-04",1379.775,282.423,131.156,85.111,1431.42,187.027,526.974
"Bulgaria","2019-05",1375.143,374.126,150.771,91.33,750.235,125.296,693.572
"Bulgaria","2019-06",896.189,460.469,157.21,84.033,1215.83,92.043,763.351
"Bulgaria","2019-07",1314.809,276.247,165.581,56.691,1440.786,98.476,599.295
"Bulgaria","2019-08",1362.459,252.31,171.928,89.461,1462.872,94.607,612.78
"Bulgaria","2019-09",1406.239,165.861,139.166,87.395,1193.353,94.176,445.493
"Bulgaria","2019-10",1770.537,181.817,122.407,60.497,918.528,116.781,446.36
"Bulgaria","2019-11",1604.063,209.061,50.317,145.322,1432.184,163.914,458.631
"Bulgaria","2019-12",1700.854,259.073,58.053,157.341,1532.836,233.763,532.93
"Bulgaria","2020-01",1650.42,148.865,85.037,167.657,1532.529,257.504,479.482
"Bulgaria","2020-02",1572.737,158.618,94.662,176.257,1433.063,220.636,418.507
"Bulgaria","2020-03",1417.26,335.05,115.196,188.932,1514.379,211.943,638.451
"Bulgaria","2020-04",1115.59,451.699,155.501,127.131,941.924,131.477,746.31
"Bulgaria","2020-05",914.831,424.22,151.251,124.065,886.07,88.762,729.003
"Bulgaria","2020-06",842.407,382.408,155.494,68.726,1451.806,86.541,660.548
"Bulgaria","2020-07",1023.758,302.918,177.397,71.232,1494.902,83.561,654.945
"Bulgaria","2020-08",1061.36,240.679,168.76,78.551,1482.825,107.958,588.641
"Bulgaria","2020-09",1163.197,197.526,151.778,106.878,1195.389,103.464,580.954
"Bulgaria","2020-10",1374.451,203.192,110.722,92.499,920.059,187.247,535
"Bulgaria","2020-11",1437.097,239.489,78.141,112.559,1446.393,264.202,562.453
"Bulgaria","2020-12",1562.621,289.958,34.477,163.639,1487.928,293.081,584.58
"Bulgaria","2021-01",1548.855,559.945,61.798,173.858,1457.399,331.268,874.096
"Bulgaria","2021-02",1336.965,534.611,90.674,130.717,1354.824,294.147,849.767
"Bulgaria","2021-03",1602.355,518.521,121.411,161.937,1510.119,319.957,955.839
"Bulgaria","2021-04",1602.514,609.889,143.82,80.575,1090.098,192.105,984.332
"Bulgaria","2021-05",1376.499,610.364,172.897,103.121,781.924,191.451,995.299
"Bulgaria","2021-06",815.452,521.914,154.233,86.449,1410.021,155.889,886.529
"Bulgaria","2021-07",1437.713,333.183,191.896,84.865,1459.986,257.78,786.035
"Bulgaria","2021-08",1616.915,244.447,185.531,65.243,1466.382,175.795,673.599
"Bulgaria","2021-09",1846.329,197.894,140.316,95.409,1364.466,191.244,635.023
"Bulgaria","2021-10",2282.402,265.637,98.263,121.035,753.933,155.015,716.173
"Bulgaria","2021-11",2101.234,236.688,70.75,124.628,1466.962,186.109,637.008
"Bulgaria","2021-12",2296.642,461.316,55.529,206.351,1534.717,254.157,923.093
"Bulgaria","2022-01",2432.371,422.157,90.329,219.223,1539.181,316.188,909.474
"Bulgaria","2022-02",2146.514,280.854,108.734,143.742,1389.431,205.162,716.07
"Bulgaria","2022-03",2406.975,378.875,154.708,203.201,1535.552,199.943,925.485
"Bulgaria","2022-04",1791.826,364.486,182.588,139.042,1274.945,158.205,858.707
"Bulgaria","2022-05",1760.327,407.05,226.508,72.224,823.199,102.54,812.096
"Bulgaria","2022-06",1538.728,429.99,206.991,84.241,1426.203,102.575,817.63
"Bulgaria","2022-07",1702.002,310.82,247.169,76.528,1483.242,91.443,788.55
"Bulgaria","2022-08",1679.23,297.548,220.218,95.472,1478.799,79.787,761.966
"Bulgaria","2022-09",1640.577,195.655,214.94,106.333,1216.993,85.003,651.858
"Bulgaria","2022-10",1611.375,223.559,198.395,92.313,757.173,94.755,666.746
"Bulgaria","2022-11",2009.881,218.338,100.312,126.164,1347.077,152.526,606.435
"Bulgaria","2022-12",2135.821,265.921,80.697,140.551,1343.205,206.007,630.306
"Bulgaria","2023-01",1976.855,244.587,78.603,186.168,1538.084,212.515,686.799
"Bulgaria","2023-02",1756.101,247.621,159.907,189.09,1390.628,193.054,737.572
"Bulgaria","2023-03",1301.434,201.887,217.632,123.299,1538.204,195.967,679.347
"Bulgaria","2023-04",958.774,286.049,249.36,131.925,1165.646,172.115,806.843
"Bulgaria","2023-05",780.791,390.366,295.796,106.857,727.836,93.409,915.176
"Bulgaria","2023-06",508.831,511.189,375.747,58.139,1306.33,81.42,1023.909
"Bulgaria","2023-07",776.574,307.296,454.611,104.786,1448.074,80.615,976.696
"Bulgaria","2023-08",780.192,237.634,449.085,103.788,1390.477,109.367,893.864
"Bulgaria","2023-09",893.388,139.271,371.83,129.943,1346.213,93.936,774.56
"Bulgaria","2023-10",1045.825,123.958,325.615,110.177,917.336,100.636,705.718
"Bulgaria","2023-11",1185.413,208.299,184.493,165.593,1069.463,165.52,695.45
"Bulgaria","2023-12",1392.454,201.077,165.081,174.087,1504.651,221.225,651.914
"Bulgaria","2024-01",1303.201,207.422,193.513,193.162,1505.508,240.209,736.059
"Bulgaria","2024-02",927.548,206.245,258.039,149.182,1408.781,203.398,737.042
"Bulgaria","2024-03",845.361,270.546,342.313,101.323,1504.102,209.594,804.378
"Bulgaria","2024-04",592.407,392.831,458.738,130.085,1414.976,124.922,1067.909
"Bulgaria","2024-05",530.383,502.847,484.395,88.794,800.463,116.91,1177.245
"Bulgaria","2024-06",460.644,379.356,631.314,56.897,765.955,108.251,1150.692
"Bulgaria","2024-07",957.609,286.688,676.444,85.306,1235.649,102.405,1159.812
"Bulgaria","2024-08",790.157,219.436,625.946,77.863,1420.847,111.908,1045.955
"Bulgaria","2024-09",823.808,135.242,475.574,100.869,1390.706,112.478,841.621
"Bulgaria","2024-10",835.295,91.28,490.815,97.431,1161.977,128.986,818.835
"Bulgaria","2024-11",1317.288,98.09,303.061,127.329,876.473,176.219,671.521
"Bulgaria","2024-12",1538.105,108.696,184.029,168.843,1473.567,219.688,595.067
"Bulgaria","2025-01",1760.611,175.217,303.38,128.428,1474.365,208.546,751.184
"Bulgaria","2025-02",1785.161,219.998,358.278,148.6,1331.018,201.843,866.321
"Bulgaria","2025-03",947.594,177.315,484.973,124.383,1471.718,192.007,929.496
"Bulgaria","2025-04",761.719,277.263,519.801,94.277,1413.377,172.115,989.15
"Bulgaria","2025-05",574.676,352.251,617.21,84.03,790.047,119.609,1120.966
"Bulgaria","2025-06",575.138,289.713,806.499,71.843,1079.865,98.22,1238.152
"Bulgaria","2025-07",702.522,257.709,932.948,74.597,1067.076,102.209,1341.904
"Bulgaria","2025-08",605.648,246.599,711.555,73.604,1294.552,98.44,1094.248
"Germany","2019-01",30193.837,1956.213,809,14166,6815.494,8475.136,17851.972
"Germany","2019-02",26598.756,1687.538,1991,11082,6192.543,7124.563,15754.939
"Germany","2019-03",21382.769,2284.022,3266,16771,6710.874,6087.599,23184.135
"Germany","2019-04",21895.662,1974.883,5548,9230,5683.884,5670.031,17625.571
"Germany","2019-05",21499.427,2015.995,5430,8424,4615.676,5633.917,16804.41
"Germany","2019-06",18269.066,2105.353,6991,6691,4565.842,5309.609,16676.492
"Germany","2019-07",21187.773,1805.206,6209,6680,5430.178,6364.497,15637.213
"Germany","2019-08",20749.002,1940.242,5711,5892,5470.171,6467.898,14458.442
"Germany","2019-09",20081.379,1654.25,4233,9267,5790.504,6503.13,15984.684
"Germany","2019-10",23625.623,1846.497,2652,11844,6742.372,7755.499,17218.232
"Germany","2019-11",27647.067,1673.012,1048,10250,6453.344,7814.988,13889.179
"Germany","2019-12",21970.116,1832.009,1007,15451,6521.292,6660.974,19214.217
"Germany","2020-01",24404.454,1660.882,1191,16267,5810.884,8109.667,20075.773
"Germany","2020-02",17766.093,2046.901,1817,20681,5165.336,6477.704,25408.808
"Germany","2020-03",19122.571,2147.66,4400,14412,5401.548,6590.407,21837.661
"Germany","2020-04",13650.483,1765.563,6930,8910,4724.67,4787.175,18325.885
"Germany","2020-05",14014.209,1894.43,6728,7770,4286.108,5066.652,17195.741
"Germany","2020-06",17160.781,1890.425,6248,6525,4658.018,6597.67,15596.281
"Germany","2020-07",18443.239,1968.046,6912,7136,4229.395,7185.874,16913.514
"Germany","2020-08",19757.059,1696.615,5981,6892,5590.203,6409.257,15479.946
